Stkcd,Stknme_en,Listdt,Conme_en,OWNERSHIPTYPE_EN,OWNERSHIPTYPECODE,Ipoprc,Nshripo,Parval,Markettype
603686,FLM,1/26/15,Fulongma Group Co. Ltd.,Private Enterprises,P0306,14.86,33350,1,1
603687,DSD,7/26/19,Zhejiang Great Shengda Packing Co. Ltd.,Private Enterprises,P0306,7.35,50000,1,1
603688,SYGF,10/31/14,Jiangsu Pacific Quartz Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,6.45,55950,1,1
603689,WTRQ,1/10/17,Anhui Province Natural Gas Development Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,7.87,84000,1,1
603690,ZCKJ,1/13/17,PNC Process Systems Co. Ltd.,Private Enterprises,P0306,1.73,52000,1,1
603693,JSXN,7/3/18,Jiangsu New Energy Development Co. Ltd.,State-run or State-owned Holding,P0301,9,118000,1,1
603696,AJSP,12/9/15,Anji Foodstuff Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,10.1,30000,1,1
603697,YYSP,5/8/19,Youyou Foods Co. Ltd.,Private Enterprises,P0306,7.87,79500,1,1
603698,HTGC,1/28/15,Changzheng Engineering Co. Limited,State-run or State-owned Holding,P0301,12.52,82300,1,1
603699,NWGF,1/17/14,Neway Valve (Suzhou) Co. Ltd.,Private Enterprises,P0306,17.66,82500,1,1
603700,NSJT,1/22/19,Ningbo Water Meter Group Co. Ltd.,Private Enterprises,P0306,16.63,39090,1,1
603701,DHGF,4/12/16,Zhejiang Dehong Automotive Electronic & Electrical Co. Ltd.,Private Enterprises,P0306,13.5,19600,1,1
603703,SYKJ,4/23/15,Zhejiang Shengyang Science & Technology Co. Ltd.,Private Enterprises,P0306,11.32,23000,1,1
603706,DFHY,7/9/18,Xinjiang East Universe Gas Co. Ltd.,State-run or State-owned Holding,P0301,13.09,40000,1,1
603707,JYGF,7/19/17,Nanjing Kingfriend Biochemical Pharmaceutical Co. Ltd.,Private Enterprises,P0306,7.21,63500,1,1
603708,JJY,12/13/16,Jiajiayue Group Co. Ltd.,Private Enterprises,P0306,13.64,90000,1,1
603709,ZYJJ,2/8/18,ZOY Home Furnishing Corporation Limited,Private Enterprises,P0306,19.86,20000,1,1
603711,XPP,11/30/17,Xiangpiaopiao Food Co. Ltd.,Private Enterprises,P0306,14.18,40010,1,1
603712,QYE,2/26/18,Tianjin 712 Communication Broadcasting Co. Ltd.,State-run or State-owned Holding,P0301,4.55,100000,1,1
603713,MEKW,7/13/18,Milkyway Intelligent Supply Chain Service Group Co. Ltd.,Private Enterprises,P0306,11.27,38120,1,1
603716,SLYL,10/31/16,Thalys Medical Technology Group Inc.,Sino-foreign Equity Joint Venture,P0303,26.91,12740,1,1
603717,TYST,3/27/17,TianYu Eco-Environment Co. Ltd.,Private Enterprises,P0306,14.63,43178,1,1
603718,HLSW,5/15/15,Shanghai Hile Bio-technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,6.81,70000,1,1
603719,LPPZ,2/24/20,Bestore Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,11.9,41000,1,1
603721,ZGTZ,8/11/17,TVZone Media Co. Ltd.,State-run or State-owned Holding,P0301,7.05,25000,1,1
603722,AKL,10/25/17,Wuxi Acryl Technology Co. Ltd.,Private Enterprises,P0306,11.24,21700,1,1
603725,TAXC,9/6/17,Guangdong Tianan New Material Co. Ltd.,Private Enterprises,P0306,9.64,36680,1,1
603726,LDJT,4/21/16,Zhejiang Langdi Group Co. Ltd.,Private Enterprises,P0306,11.73,23680,1,1
603727,BMK,11/22/16,BOMESC Offshore Engineering Company Limited,Private Enterprises,P0306,20.81,58700,1,1
603728,MZDQ,5/9/17,Shanghai Moons' Electric Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,11.23,80000,1,1
603729,LYGF,3/24/15,Shanghai Longyun Cultural Creation ＆ Technology Group Co. Ltd.,Private Enterprises,P0306,26.61,16670,1,1
603730,DMGF,7/28/17,Shanghai Daimay Automotive Interior Co. Ltd.,Private Enterprises,P0306,24.92,48000,1,1
603733,XHGF,4/20/18,Xianhe Co. Ltd.,Private Enterprises,P0306,13.59,62000,1,1
603737,SKS,6/3/16,SKSHU Paint Co. Ltd.,Private Enterprises,P0306,15.94,25000,1,1
603738,TJKJ,9/28/16,TKD Science and Technology Co. Ltd.,Private Enterprises,P0306,16.14,16680,1,1
603739,WLSW,1/16/19,Qingdao Vland Biotech Inc.,Private Enterprises,P0306,10.19,38667,1,1
603755,RCGF,8/28/19,Qingdao Richen Food Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,15.7,24660,1,1
603757,DYBY,7/11/17,Zhejiang Dayuan Pump Industry Co. Ltd.,Private Enterprises,P0306,22.42,21000,1,1
603758,QAGF,5/17/17,Chongqing Qin'an M&E PLC.,Sino-foreign Equity Joint Venture,P0303,10.8,60000,1,1
603759,HTGF,3/26/21,Haitian Water Group Co. Ltd.,Private Enterprises,P0306,11.21,78000,1,1
603766,LXTY,8/10/12,Loncin Motor Co. Ltd.,Private Enterprises,P0306,6.58,80000,1,1
603767,ZMCD,6/13/17,Zhejiang Zomax Transmission Co. Ltd.,Private Enterprises,P0306,11.19,53330,1,1
603768,CQGF,3/24/17,Hefei Changqing Machinery Co. Ltd.,Private Enterprises,P0306,16.32,51000,1,1
603773,WGGD,4/17/18,WG Tech (Jiangxi) Co. Ltd.,Private Enterprises,P0306,33.37,23649,1,1
603776,YAX,8/17/17,Youon Technology Co. Ltd.,Private Enterprises,P0306,26.85,24000,1,1
603777,LYF,10/12/16,Shanghai Laiyifen Co. Ltd.,Private Enterprises,P0306,11.67,60000,1,1
603778,GSKJ,12/31/15,Guosheng Shian Technology Co. Ltd.,Private Enterprises,P0306,18.98,20000,1,1
603779,WLGF,5/16/16,Wei Long Grape Wine Co. Ltd.,Private Enterprises,P0306,4.61,50200,1,1
603786,KBD,10/15/19,Keboda Technology Co. Ltd,Private Enterprises,P0306,26.89,40100,1,1
603787,XRGF,4/27/17,Jiangsu Xinri E-Vehicle Co. Ltd.,Private Enterprises,P0306,6.09,51000,1,1
603788,NBGF,1/20/15,Ningbo Gaofa Automotive Control System Co. Ltd.,Private Enterprises,P0306,10.28,34200,1,1
603789,XGNJ,4/27/15,Thinker Agricultural Machinery Co. Ltd.,Private Enterprises,P0306,11.23,50000,1,1
603790,YYGF,9/12/18,Argus (Shanghai) Textile Chemicals Co. Ltd.,Private Enterprises,P0306,10.98,36800,1,1
603797,LTHB,4/13/17,Guangdong Liantai Environmental Protection Co. Ltd.,Private Enterprises,P0306,5.96,53340,1,1
603798,KPD,4/6/16,Qingdao Copton Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,14.33,25000,1,1
603799,HYGY,1/29/15,Zhejiang Huayou Cobalt Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,4.77,91000,1,1
603800,DSGF,12/10/15,Suzhou Douson Drilling & Production Equipment Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,10.95,52000,1,1
603801,ZBJJ,6/30/17,Zbom Home Collection Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,23.47,40000,1,1
603803,RSKD,4/20/17,Raisecom Technology Co. Ltd.,Private Enterprises,P0306,13.72,56800,1,1
603806,FST,9/5/14,Hangzhou First Applied Material Co. Ltd.,Private Enterprises,P0306,27.18,60000,1,1
603808,GLS,4/22/15,Shenzhen Ellassay Fashion Co. Ltd.,Private Enterprises,P0306,19.16,40000,1,1
603809,HNGF,11/28/17,Chengdu Haoneng Technology Co. Ltd.,Private Enterprises,P0306,22.39,26670,1,1
603810,FSJT,9/17/18,Jiangsu Fengshan Group Co. Ltd.,Private Enterprises,P0306,25.43,20000,1,1
603811,CYYY,3/15/17,Zhejiang Chengyi Pharmaceutical Co. Ltd.,Private Enterprises,P0306,15.76,21300,1,1
603813,YSGF,9/18/17,Guangdong Gensho Logistics Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,10.17,22070,1,1
603815,JJGF,10/21/19,Anhui Gourgen Traffic Construction Co. Ltd.,Private Enterprises,P0306,5.14,49900,1,1
603816,GJJJ,10/14/16,Jason Furniture (Hangzhou) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,24.66,82500,1,1
603817,HXHB,2/20/17,Fujian Haixia Environmental Protection Group Co. Ltd.,State-run or State-owned Holding,P0301,4.04,112500,1,1
603818,QMJJ,4/22/15,Qumei Home Furnishings Group Co. Ltd.,Private Enterprises,P0306,8.98,60520,1,1
603819,SLGF,11/25/16,Changzhou Shenli Electrical Machine Incorporated Company,Private Enterprises,P0306,8.77,30000,1,1
603822,JAHB,4/28/16,Zhejiang Jiaao Enprotech Stock Co. Ltd.,Private Enterprises,P0306,11.76,18350,1,1
603823,BHH,12/20/16,Lily Group Co. Ltd.,Private Enterprises,P0306,10.6,56250,1,1
603825,HYLZ,8/2/17,Hylink Digital Solution Co. Ltd.,Private Enterprises,P0306,14.67,40000,1,1
603826,KCKJ,4/14/17,Fujian Kuncai Material Technology Co. Ltd.,Private Enterprises,P0306,6.79,90000,1,1
603828,KLD,2/26/15,Suzhou Kelida Building & Decoration Co. Ltd.,Private Enterprises,P0306,17.2,30000,1,1
603829,LKGF,10/17/17,Jiangsu Luokai Mechanical & Electrical Co. Ltd.,Private Enterprises,P0306,7.23,40000,1,1
603833,OPJJ,3/28/17,Oppein Home Group Inc.,Private Enterprises,P0306,50.08,41510,1,1
603836,HCBD,5/26/21,Bondex Supply Chain Management Co. Ltd.,Private Enterprises,P0306,16.84,51310,1,1
603838,STGF,7/1/15,Guangdong Sitong Group Co. Ltd.,Private Enterprises,P0306,7.73,33340,1,1
603839,AZSS,2/14/17,Anzheng Fashion Group Co. Ltd.,Private Enterprises,P0306,16.78,71260,1,1
603843,ZPGF,9/5/16,Zhengping Road & Bridge Construction Co. Ltd.,Private Enterprises,P0306,5.03,99700,1,1
603848,HTT,12/1/17,Guangdong Hotata Technology Group Co. Ltd.,Private Enterprises,P0306,7.89,41000,1,1
603855,HRGF,5/24/17,Warom Technology Incorporated Company,Private Enterprises,P0306,7.59,82770,1,1
603856,DHGF,11/6/17,Shandong Donghong Pipe Industry Co. Ltd.,Private Enterprises,P0306,10.89,49330,1,1
603858,BCZY,11/18/16,Shandong Buchang Pharmaceuticals Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,55.88,69800,1,1
603859,NKKJ,10/21/16,Nancal Technology Co. Ltd.,Private Enterprises,P0306,7.54,28390,1,1
603860,ZGGK,8/2/17,RoadMainT Co. Ltd.,State-run or State-owned Holding,P0301,15.62,16680,1,1
603861,BYDQ,3/22/16,Guangzhou Baiyun Electric Equipment Co. Ltd.,Private Enterprises,P0306,8.5,49100,1,1
603863,SYZY,6/21/19,Guangdong Songyang Recycle Resources Co. Ltd.,Private Enterprises,P0306,9.95,51474,1,1
603866,TLMB,12/22/15,Toly Bread Co. Ltd.,Private Enterprises,P0306,13.76,45013,1,1
603867,XHGF,6/27/19,Zhejiang Xinhua Chemical Co. Ltd.,State-run or State-owned Holding,P0301,16.29,35000,1,1
603868,FKDQ,4/18/16,Shanghai Flyco Electrical Appliance Co. Ltd.,Private Enterprises,P0306,18.03,43600,1,1
603869,XZRZ,3/26/15,ENC Data Technology Co. Ltd.,Private Enterprises,P0306,5.03,54060,1,1
603871,JYGJ,2/6/18,Jiayou International Logistics Co. Ltd.,Private Enterprises,P0306,41.89,20000,1,1
603876,DSXC,4/18/18,Jiangsu Dingsheng New Materials Joint-stock Co. Ltd.,Private Enterprises,P0306,13.54,65000,1,1
603877,TPN,1/9/17,Ningbo Peacebird Fashion Co. Ltd.,Private Enterprises,P0306,21.3,55000,1,1
603878,WJBX,12/19/16,Jiangsu Wujin Stainless Steel Pipe Group Co. Ltd.,Private Enterprises,P0306,14.87,50500,1,1
603879,YYKJ,6/14/17,Yongyue Science & Technology Co. Ltd.,Private Enterprises,P0306,6.75,36000,1,1
603880,ST NW,8/7/17,Jiangsu Nanfang Medical Co. Ltd.,Private Enterprises,P0306,11.72,25000,1,1
603881,SJG,2/8/17,Shanghai Athub Co. Ltd.,State-run or State-owned Holding,P0301,7.8,52650,1,1
603882,JYYX,9/8/17,Guangzhou Kingmed Diagnostics Group Co. Ltd.,Private Enterprises,P0306,6.93,68680,1,1
603883,LBX,4/23/15,Laobaixing Pharmacy Chain Joint Stock Company,Sino-foreign Equity Joint Venture,P0303,16.41,67000,1,1
603885,JXHK,5/27/15,Juneyao Airlines Co. Ltd.,Private Enterprises,P0306,11.18,68000,1,1
603886,YZGF,12/28/16,Ganso Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,10.16,60000,1,1
603887,CDXJ,10/10/16,Shanghai CDXJ Digital Technology Co. Ltd.,Private Enterprises,P0306,12.13,24600,1,1
603888,XHW,10/28/16,Xinhuanet Co. Ltd.,State-run or State-owned Holding,P0301,27.69,51903,1,1
603889,XAGF,12/31/14,Zhejiang Xinao Textiles Inc.,Private Enterprises,P0306,17.95,26680,1,1
603890,CQDZ,12/12/17,Suzhou Chunqiu Electronic Technology Co. Ltd.,Private Enterprises,P0306,23.72,34250,1,1
603893,RXW,2/7/20,Rockchips Electronics Co. Ltd.,Private Enterprises,P0306,9.68,42000,1,1
603895,TYZN,1/22/18,Shanghai Tianyong Engineering Co. Ltd.,Private Enterprises,P0306,18.33,19300,1,1
603896,SXG,5/10/17,Zhejiang Shouxiangu Pharmaceutical Co. Ltd.,Private Enterprises,P0306,11.54,34950,1,1
603897,CCKJ,4/10/18,Zhejiang Grandwall Electric Science & Technology Co. Ltd.,Private Enterprises,P0306,17.66,44600,1,1
603898,HLK,2/17/15,Guangzhou Holike Creative Home Co. Ltd.,Private Enterprises,P0306,19.57,24500,1,1
603899,CGGF,1/27/15,Shanghai M&G Stationery Inc.,Private Enterprises,P0306,13.15,60000,1,1
603900,LSTL,11/23/16,Leysen Jewellery Inc.,Sino-foreign Equity Joint Venture,P0303,14.25,60799,1,1
603901,YCZN,5/29/15,Hangzhou Yongchuang Intelligent Equipment Co. Ltd.,Private Enterprises,P0306,15.81,25000,1,1
603903,ZCGF,3/14/17,CSD Water Service Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,9.88,25610,1,1
603906,LPKJ,4/10/17,Jiangsu Lopal Tech. Co. Ltd.,Private Enterprises,P0306,9.52,52000,1,1
603908,MGD,3/7/17,Comefly Outdoor Co. Ltd.,Private Enterprises,P0306,16.37,16690,1,1
603909,JFHC,6/28/16,C&D Holsin Engineering Consulting Co. Ltd.,Private Enterprises,P0306,10.55,25000,1,1
603912,JLT,11/1/17,Nanjing Canatal Data-Centre Environmental Tech Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,8.64,37000,1,1
603915,GMGF,6/14/19,Jiangsu Guomao Reducer Co. Ltd.,Private Enterprises,P0306,10.35,84380,1,1
603916,SBT,11/10/17,Sobute New Materials Co. Ltd.,Private Enterprises,P0306,9.02,76000,1,1
603917,HLKJ,12/4/17,Ningbo Heli Technology Co. Ltd.,Private Enterprises,P0306,14.22,28000,1,1
603918,JQXX,5/28/15,Shanghai Golden Bridge Infotech Co. Ltd.,Private Enterprises,P0306,9.5,22000,1,1
603919,JHJ,3/10/16,Jinhui Liquor Co. Ltd.,Private Enterprises,P0306,10.94,70000,1,1
603920,SYDL,4/26/17,Olympic Circuit Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,15.08,88800,1,1
603922,JHS,10/23/17,Suzhou Jinhongshun Automobile Parts Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,17.54,32000,1,1
603926,TLGF,5/10/17,Tieliu Co. Ltd.,Private Enterprises,P0306,20.4,30000,1,1
603927,ZKR,9/9/19,Sinosoft Co. Ltd.,Institutional Organization,P0307,16.18,42400,1,1
603928,XYGF,12/12/16,Suzhou Xingye Materials Technology Co. Ltd.,Private Enterprises,P0306,10.12,50400,1,1
603929,YXJC,12/30/16,L&K Engineering (Suzhou) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,4.94,53360,1,1
603931,GLD,8/19/20,Hangzhou Greenda Electronic Material Co. Ltd.,Private Enterprises,P0306,21.38,25454,1,1
603933,RNKJ,7/6/17,Fujian Raynen Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,20.2,25670,1,1
603936,BMDZ,12/9/15,Bomin Electronics Co. Ltd.,Private Enterprises,P0306,8.06,41850,1,1
603937,LDXC,11/2/17,Jiangsu Lidao New Material Co. Ltd.,Private Enterprises,P0306,9.59,52220,1,1
603938,SFGF,6/28/17,Tangshan Sunfar Silicon Industry Co. Ltd.,Private Enterprises,P0306,9.64,37557,1,1
603939,YFYF,2/17/15,Yifeng Pharmacy Chain Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,19.47,40000,1,1
603948,JYGF,3/2/20,Zhejiang Jianye Chemical Co. Ltd.,State-run or State-owned Holding,P0301,14.25,40000,1,1
603949,XLJT,3/10/20,Xuelong Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,12.66,37470,1,1
603950,CYDG,5/26/20,Xiangyang Changyuan Donggu Industrial Corporation,Sino-foreign Equity Joint Venture,P0303,15.81,57881,1,1
603955,DQST,3/10/17,Daqian Ecology & Environment Group Co. Ltd.,Private Enterprises,P0306,15.26,21750,1,1
603956,WPG,2/22/19,WPG (Shanghai) Smart Water Public Co. Ltd.,Private Enterprises,P0306,5.7,42596,1,1
603958,HSGF,6/29/16,Harson Trading (China) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,9.15,54360,1,1
603959,BLKJ,5/17/16,Hunan Baili Engineering Sci & Tech Co. Ltd.,Private Enterprises,P0306,6.03,56000,1,1
603960,KLJD,3/14/17,Shanghai Kelai Electromechanical Automation Engineering Co. Ltd.,Private Enterprises,P0306,9.51,20000,1,1
603963,DLYY,9/22/17,Dali Pharmaceutical Co. Ltd,Sino-foreign Equity Joint Venture,P0303,12.58,25000,1,1
603966,FLTK,1/25/17,Eurocrane (China) Co. Ltd.,Private Enterprises,P0306,7.32,40000,1,1
603967,ZCWL,4/29/19,China Master Logistics Co. Ltd.,Private Enterprises,P0306,15.32,66667,1,1
603968,CHGF,5/18/15,Nantong Acetic Acid Chemical Co. Ltd.,Private Enterprises,P0306,19.58,25560,1,1
603969,YLGF,2/27/15,Silvery Dragon Prestressed Materials Co. Ltd. Tianjin,Private Enterprises,P0306,13.79,50000,1,1
603970,ZNLH,11/16/17,Sino-agri Leading Biosciences Co. Ltd.,State-run or State-owned Holding,P0301,12.47,33333,1,1
603976,ZCGF,8/22/17,ChongQing Zhengchuan Pharmaceutical Packaging Co. Ltd.,Private Enterprises,P0306,14.32,27000,1,1
603977,GTJT,11/11/16,Jiangxi Guotai Group Co. Ltd.,State-run or State-owned Holding,P0301,6.45,55280,1,1
603978,SZXX,8/7/17,Shenzhen Sunxing Light Alloy Materials Co. Ltd.,Private Enterprises,P0306,29.93,20000,1,1
603979,JCX,6/30/15,JCHX Mining Management Co. Ltd.,Private Enterprises,P0306,17.19,95000,1,1
603980,JHJT,6/15/17,Zhejiang Jihua Group Co. Ltd.,Private Enterprises,P0306,17.2,100000,1,1
603982,QFQC,5/22/19,Nanjing Chervon Auto Precision Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,9.79,50000,1,1
603983,WMGF,7/25/19,Guangdong Marubi Biotechnology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,20.54,41000,1,1
603985,HRGF,5/5/17,Jiangyin Hengrun Heavy Industries Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,26.97,20000,1,1
603986,ZYCX,8/18/16,GigaDevice Semiconductor Inc.,Sino-foreign Equity Joint Venture,P0303,23.26,25000,1,1
603987,KDL,11/21/16,Shanghai Kindly Enterprise Development Group Co. Ltd.,Private Enterprises,P0306,9.5,52600,1,1
603988,ZDDJ,11/4/14,SEC Electric Machinery Co. Ltd.,Private Enterprises,P0306,14.88,20000,1,1
603989,AHJT,5/15/15,Hunan Aihua Group Co. Ltd.,Private Enterprises,P0306,20.74,50000,1,1
603990,MDKJ,12/8/16,Suzhou MedicalSystem Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,9.69,20000,1,1
603991,ZZGF,3/8/17,Shenzhen Original Advanced Compounds Co. Ltd.,Private Enterprises,P0306,10.61,18700,1,1
603992,SLKJ,8/26/19,Xiamen Solex High-Tech Industries Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,13.54,41000,1,1
603993,LYMY,10/9/12,China Molybdenum Co. Ltd.,State-run or State-owned Holding,P0301,3,200000,0.2,1
603995,YJGF,12/24/19,Yongjin Technology Group Co. Ltd.,Private Enterprises,P0306,22.52,57670,1,1
603996,TSZX,12/22/15,Chunghsin Technology Group Co. Ltd.,Private Enterprises,P0306,10.52,50100,1,1
603997,JFGF,3/2/15,Ningbo Jifeng Auto Parts Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,7.97,60000,1,1
603998,FSZY,12/5/14,Hunan Fangsheng Pharmaceutical Co. Ltd.,Private Enterprises,P0306,14.85,27260,1,1
603999,DZCM,12/10/15,Duzhe Publishing & Media Co. Ltd.,State-run or State-owned Holding,P0301,9.77,60000,1,1
605001,WAGF,5/22/20,Qingdao Victall Railway Co. Ltd.,Private Enterprises,P0306,16.14,75560,1,1
605003,ZWBY,9/8/20,Zhongwang Fabric Co. Ltd.,Private Enterprises,P0306,25.75,22000,1,1
605005,HXGF,1/19/21,CWB Automotive Electronics Co. Ltd.,Private Enterprises,P0306,6.38,40100,1,1
605006,SDBX,9/3/20,Shandong Fiberglass Group Co. Ltd.,State-run or State-owned Holding,P0301,3.84,100000,1,1
605007,WZTZ,11/10/20,Wuzhou Special Paper Group Co. Ltd.,Private Enterprises,P0306,10.09,40010,1,1
605008,CHGK,8/21/20,Ningbo Changhong Polymer Scientific & Technical Inc.,Private Enterprises,P0306,10.54,46000,1,1
605009,HYHL,9/11/20,Hangzhou Haoyue Personal Care Co. Ltd.,Private Enterprises,P0306,62.26,26670,1,1
605011,HZRD,6/30/21,Hangzhou Thermal Power Group Co. Ltd.,State-run or State-owned Holding,P0301,6.17,40100,1,1
605016,BLCY,4/21/21,Shandong Bailong Chuangyuan Bio-tech Co. Ltd.,Private Enterprises,P0306,14.62,31800,1,1
605018,CHJT,9/29/20,Changhua Holding Group Co. Ltd.,Private Enterprises,P0306,9.72,41680,1,1
605020,YHGF,7/9/21,Zhejiang Yonghe Refrigerant Co. Ltd.,Private Enterprises,P0306,6.93,66670,1,1
605028,SMNY,7/12/21,Ningbo Shimao Energy Co. Ltd.,Private Enterprises,P0306,14.18,40000,1,1
605033,MBGF,9/16/21,Shaanxi Meibang Pharmaceutical Group Co. Ltd.,Private Enterprises,P0306,12.69,33800,1,1
605050,FRD,9/24/20,Friend Co. Ltd.,Private Enterprises,P0306,10.9,75000,1,1
605055,YFGF,1/29/21,Zhejiang Yingfeng Technology Co. Ltd.,Private Enterprises,P0306,4.82,80000,1,1
605056,XHGJ,7/20/21,Xianheng International Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,13.65,40010,1,1
605058,AHDZ,10/21/20,Changzhou Aohong Electronics Co. Ltd.,Private Enterprises,P0306,18.23,35731,1,1
605060,LDGF,3/1/21,Allied Machinery Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,15.59,60000,1,1
605066,TZDQ,8/7/20,Zhejiang Tengen Electrics Co. Ltd.,Private Enterprises,P0306,10.02,71000,1,1
605068,MXXT,11/23/20,Mingxin Automotive Leather Co. Ltd.,Private Enterprises,P0306,23.17,41500,1,1
605069,ZHST,8/16/21,Beijing ZEHO Waterfront Ecological Environment Treatment Co. Ltd.,Private Enterprises,P0306,15.13,40711,1,1
605077,HKGF,2/9/21,Zhejiang Huakang Pharmaceutical Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,51.63,29140,1,1
605080,ZJZR,5/6/21,Zhejiang Natural Outdoor Goods Inc.,Private Enterprises,P0306,31.16,25281,1,1
605081,THS,2/9/21,Shanghai Taihe Water Technology Development Co. Ltd.,Private Enterprises,P0306,43.3,19530,1,1
605086,LGGF,4/16/21,Longyan Kaolin Clay Co. Ltd.,State-run or State-owned Holding,P0301,12.86,32000,1,1
605088,GSGF,8/17/20,GSP Automotive Group Wenzhou Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,15.57,40000,1,1
605089,WZX,4/27/21,Suzhou Weizhixiang Food Co. Ltd.,Private Enterprises,P0306,28.53,25000,1,1
605090,JFNY,5/25/21,Jiangxi Jovo Energy Co. Ltd.,Private Enterprises,P0306,34.57,82970,1,1
605098,XDJY,4/21/21,Shanghai Action Education Technology Co. Ltd.,Private Enterprises,P0306,27.58,21090,1,1
605099,GCCP,9/30/20,CoCreation Grass Co. Ltd.,Private Enterprises,P0306,15.44,40090,1,1
605100,HFGF,8/11/20,Power HF Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,39.43,21700,1,1
605108,TQL,7/16/20,Tongqinglou Catering Co. Ltd.,Private Enterprises,P0306,16.7,50000,1,1
605111,XJN,9/28/20,Wuxi NCE Power Co. Ltd.,Private Enterprises,P0306,19.91,25300,1,1
605116,ART,9/21/20,Aurisco Pharmaceutical Co. Ltd.,Private Enterprises,P0306,8.37,41000,1,1
605117,DYGF,4/20/21,Ningbo Deye Technology Co. Ltd.,Private Enterprises,P0306,32.74,42667,1,1
605118,LDGD,7/30/20,Xiamen Leading Optics Co. Ltd.,Private Enterprises,P0306,9.28,41000,1,1
605122,SFXC,3/10/21,Chongqing Sifang New Material Co. Ltd.,Private Enterprises,P0306,42.88,30900,1,1
605123,PKXC,8/25/20,Wuxi Paike New Materials Technology Co. Ltd.,Private Enterprises,P0306,30.33,27000,1,1
605128,SHYP,9/15/20,Shanghai Yanpu Metal Products Co. Ltd.,Private Enterprises,P0306,23.31,20000,1,1
605133,RTGF,2/24/21,Jiangsu Rongtai Industry Co. Ltd.,Private Enterprises,P0306,20.34,40000,1,1
605136,LRLZ,9/29/20,Shanghai Lily & Beauty Cosmetics Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,12.23,40010,1,1
605138,STJT,10/27/21,Sunrise Intelligent Manufacturing Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,9.97,55560,1,1
605151,XSH,12/15/20,West Shanghai Automotive Service Co. Ltd.,Private Enterprises,P0306,16.13,33340,1,1
605155,XDM,12/31/20,Zhejiang Xidamen New Material Co. Ltd.,Private Enterprises,P0306,21.17,24000,1,1
605158,HDXC,8/5/20,Zhejiang Huada New Material Co. Ltd.,Private Enterprises,P0306,8.55,98400,1,1
605162,XZG,7/7/21,Zhejiang Xinzhonggang Thermal Power Co. Ltd.,Private Enterprises,P0306,6.07,80090,1,1
605166,JHS,6/18/20,Hangzhou Juheshun New Material Co. Ltd.,Private Enterprises,P0306,7.05,78887,1,1
605167,LBT,7/26/21,Jiangsu Libert Inc.,Sino-foreign Equity Joint Venture,P0303,4.84,112269,1,1
605168,SRX,5/28/20,Three's Company Media Group Co. Ltd.,Private Enterprises,P0306,60.62,17267,1,1
605169,HTRQ,10/30/20,Xinjiang Hongtong Natural Gas Co. Ltd.,Private Enterprises,P0306,22.22,40000,1,1
605177,DYYY,11/25/20,Zhejiang East Asia Pharmaceutical Co. Ltd.,Private Enterprises,P0306,31.13,28400,1,1
605178,SKKJ,8/21/20,Beijing New Space Technology Co. Ltd.,Private Enterprises,P0306,64.31,17727,1,1
605179,YMSP,12/28/20,Zhejiang Yiming Food Co. Ltd.,Private Enterprises,P0306,9.21,61000,1,1
605180,HSKJ,4/30/21,Zhejiang Huasheng Technology Co. Ltd.,Private Enterprises,P0306,22.38,25000,1,1
